id,group,condition,response,response_nofill,item,item_nofill,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,SemDis_factor
1022,artists,uncommon,MOTHER,mother,UNCLE,uncle,0.46431,0.82607,0.52323,0.96512,0.48947,0.65364,-0.14133
1022,artists,uncommon,BRUNCH,brunch,WRENCH,wrench,0.9594,0.90612,0.98504,1.00923,0.96184,0.96433,0.24083
1022,artists,common,MECHANIC,mechanic,WRENCH,wrench,0.73699,0.6468,0.84498,0.73947,0.88387,0.77042,0.06957
1022,artists,free,RANCH,ranch,WRENCH,wrench,0.84825,0.98787,0.90096,0.97262,0.99962,0.94186,0.19413
1022,artists,uncommon,CATTLE,cattle,ZEBRA,zebra,0.82555,0.91461,0.82195,0.78385,0.84248,0.83769,0.12256
1022,artists,free,MILK,milk,ZEBRA,zebra,0.85864,0.87984,0.92425,0.95433,0.86562,0.89654,0.16897
1022,artists,common,STRIPE,stripe,ZEBRA,zebra,0.75339,0.71159,0.78833,0.94197,0.66749,0.77255,0.04295
1023,artists,common,CAR,car,BUS,bus,0.54052,0.6057,0.61378,0.95017,0.43467,0.62897,-0.12709
1023,artists,uncommon,CARBON,carbon,BUS,bus,0.97217,0.95656,0.99812,1.03842,0.95988,0.98503,0.25613
1023,artists,free,STOP,stop,BUS,bus,0.6408,0.7801,0.76789,0.62537,0.58456,0.67974,-0.0193
1023,artists,uncommon,CHRYSALIS,chrysalis,BUTTERFLY,butterfly,0.67576,0.61272,0.74941,0.33286,0.80755,0.63566,-0.01188
1023,artists,free,COCOON,cocoon,BUTTERFLY,butterfly,0.59893,0.5136,0.71374,0.14555,0.78028,0.55042,-0.07291
1023,artists,common,WING,wing,BUTTERFLY,butterfly,0.69047,0.77294,0.86892,0.95292,0.86693,0.83044,0.08302
1023,artists,common,BIRTHDAY,birthday,CAKE,cake,0.53207,0.60403,0.72518,0.60117,0.60572,0.61363,-0.08812
1023,artists,uncommon,DENSITY,density,CAKE,cake,0.99717,0.92153,0.99395,0.99775,0.93089,0.96826,0.2528
1023,artists,free,WALK,walk,CAKE,cake,0.75571,0.91575,0.8957,0.94208,0.78344,0.85854,0.1172
1023,artists,common,CARROT,carrot,CELERY,celery,0.52689,0.53476,0.49691,0.77742,0.35121,0.53744,-0.19366
1023,artists,free,FIBER,fiber,CELERY,celery,0.81375,0.70588,0.8613,1.05046,0.83722,0.85372,0.11417
1023,artists,uncommon,LEECH,leech,CELERY,celery,0.87534,0.76537,0.9065,1.04259,0.90569,0.8991,0.16545
1023,artists,free,FUR COAT,fur coat,FIR TREE,fir tree,0.8561,0.7365,0.89456,0.92111,0.90024,0.8617,0.14575
1023,artists,uncommon,MOUNTAIN,mountain,FIR TREE,fir tree,1.08518,1.00958,1.00322,1.02757,0.94488,1.01409,0.29991
1023,artists,common,PINE CONE,pine cone,FIR TREE,fir tree,0.61773,0.65812,0.75088,0.6967,0.8143,0.70755,-0.00844
1023,artists,common,MUSIC,music,FLUTE,flute,0.60439,0.62897,0.64115,0.45811,0.67078,0.60068,-0.07989
1023,artists,free,PICCOLO,piccolo,FLUTE,flute,0.58648,0.63194,0.60799,0.68323,0.53305,0.60854,-0.10626
1023,artists,uncommon,WHISPER,whisper,FLUTE,flute,0.80406,0.83554,0.81574,0.84668,0.84331,0.82907,0.10647
1023,artists,uncommon,CONSUME,consume,FORK,fork,0.95095,0.87392,0.8996,0.99618,0.88359,0.92085,0.19747
1023,artists,common,SPOON,spoon,FORK,fork,0.61051,0.47333,0.67343,0.57769,0.56146,0.57928,-0.10009
1023,artists,free,TIRE,tire,FORK,fork,0.78515,0.8766,0.77434,0.91625,0.89209,0.84889,0.10433
1023,artists,common,CUT,cut,HAIRDRESSER,hairdresser,0.69231,0.85628,0.80053,0.99044,1.03722,0.87536,0.1032
1023,artists,free,CUT,cut,HAIRDRESSER,hairdresser,0.69231,0.85628,0.80053,0.99044,1.03722,0.87536,0.1032
1023,artists,uncommon,SCULPTURE,sculpture,HAIRDRESSER,hairdresser,0.89426,0.81967,0.97536,1.00094,0.99492,0.93703,0.20984
1023,artists,common,DRINK,drink,JUICE,juice,0.52705,0.6611,0.64906,0.83453,0.42085,0.61852,-0.12217
1023,artists,free,ORANGE,orange,JUICE,juice,0.41561,0.52275,0.71841,0.6863,0.52271,0.57316,-0.14902
1023,artists,uncommon,SQUEEZE,squeeze,JUICE,juice,0.65656,0.73732,0.80132,0.55291,0.61009,0.67164,-0.00927
1023,artists,common,FLOWER,flower,LILY,lily,0.63756,0.75968,0.62696,0.93038,0.59325,0.70957,-0.04729
1023,artists,free,PAD,pad,LILY,lily,0.75906,0.79466,0.89888,0.83411,0.76881,0.8111,0.09697
1023,artists,uncommon,POND,pond,LILY,lily,0.68547,0.82693,0.75136,0.77462,0.63823,0.73532,0.01213
1023,artists,uncommon,FLAKE,flake,LIP,lip,0.74255,0.79782,0.81264,1.07928,0.95741,0.87794,0.10787
1023,artists,common,KISS,kiss,LIP,lip,0.6813,0.79999,0.83624,0.92229,0.7943,0.80682,0.0616
1023,artists,free,STICK,stick,LIP,lip,0.68162,0.79597,0.77996,0.94106,0.7434,0.7884,0.03852
1023,artists,common,KETCHUP,ketchup,MUSTARD,mustard,0.61419,0.43572,0.71926,0.63068,0.47181,0.57433,-0.10241
1023,artists,uncommon,PLANT,plant,MUSTARD,mustard,0.7943,0.82086,0.751,0.93873,0.78658,0.81829,0.07859
1023,artists,free,SEED,seed,MUSTARD,mustard,0.64089,0.81106,0.7129,0.92181,0.78476,0.77428,0.01349
1023,artists,common,FRUIT,fruit,PINEAPPLE,pineapple,0.49696,0.62145,0.61108,0.73316,0.51861,0.59625,-0.13726
1023,artists,uncommon,PRICK,prick,PINEAPPLE,pineapple,0.82371,0.92284,0.89728,1.0425,0.89104,0.91547,0.16282
1023,artists,free,WELCOME,welcome,PINEAPPLE,pineapple,0.86445,0.83969,0.94373,0.83713,1.04762,0.90652,0.19437
1023,artists,free,BUNNY,bunny,RABBIT,rabbit,0.41905,0.47808,0.49077,0.70102,0.42973,0.50373,-0.23043
1023,artists,common,FUR,fur,RABBIT,rabbit,0.62136,0.73105,0.70239,0.73891,0.63068,0.68488,-0.03811
1023,artists,uncommon,PROLIFERATION,proliferation,RABBIT,rabbit,1.02137,0.98745,0.97471,0.99439,0.96965,0.98951,0.26985
1023,artists,common,BIRD,bird,RAVEN,raven,0.64109,0.67088,0.65037,0.50649,0.82925,0.65962,-0.03285
1023,artists,uncommon,INTELLIGENCE,intelligence,RAVEN,raven,0.89114,0.9085,0.94317,0.83139,1.10695,0.93623,0.2209
1023,artists,free,POE,poe,RAVEN,raven,0.81212,0.79889,0.74389,0.88722,0.73019,0.79446,0.06891
1023,artists,common,FISH,fish,SALMON,salmon,0.42191,0.46418,0.40316,0.23058,0.3458,0.37313,-0.28929
1023,artists,free,FISH,fish,SALMON,salmon,0.42191,0.46418,0.40316,0.23058,0.3458,0.37313,-0.28929
1023,artists,uncommon,TENACITY,tenacity,SALMON,salmon,0.89354,0.94614,0.95013,1.04186,1.1012,0.98657,0.23678
1023,artists,uncommon,ELEMENT,element,SILVER,silver,0.93656,0.9672,1.01261,0.95793,0.89845,0.95455,0.23628
1023,artists,common,GOLD,gold,SILVER,silver,0.29947,0.45726,0.27941,0.13038,0.15191,0.26369,-0.40073
1023,artists,free,RING,ring,SILVER,silver,0.665,0.80983,0.8246,0.92238,0.70957,0.78628,0.04092
1023,artists,free,DRESS,dress,SKIRT,skirt,0.38886,0.52903,0.51895,0.37976,0.35368,0.43406,-0.25245
1023,artists,uncommon,KNEE,knee,SKIRT,skirt,0.68102,0.76801,0.7772,0.74504,0.73683,0.74162,0.02436
1023,artists,common,WOMAN,woman,SKIRT,skirt,0.71584,0.7803,0.73663,0.91356,0.78026,0.78532,0.04068
1023,artists,common,ACHE,ache,STOMACH,stomach,0.54828,0.48966,0.66987,0.90766,0.51294,0.62568,-0.1132
1023,artists,uncommon,GASTRONOMY,gastronomy,STOMACH,stomach,0.85655,1.04062,0.95031,,1.08393,0.98285,0.23399
1023,artists,free,INTESTINE,intestine,STOMACH,stomach,0.47562,0.60851,0.4785,0.1217,0.43195,0.42326,-0.22338
1023,artists,common,CHAIR,chair,TABLE,table,0.52585,0.60076,0.81866,0.44143,0.56395,0.59013,-0.07823
1023,artists,free,CHAIR,chair,TABLE,table,0.52585,0.60076,0.81866,0.44143,0.56395,0.59013,-0.07823
1023,artists,uncommon,DISCONTINUE,discontinue,TABLE,table,1.04829,0.91035,0.99636,1.08036,1.12414,1.0319,0.3031
1023,artists,common,FINGER,finger,THUMB,thumb,0.48496,0.53331,0.45492,0.4294,0.31539,0.4436,-0.2407
1023,artists,uncommon,OPPOSITION,opposition,THUMB,thumb,0.94373,0.88858,0.96518,0.99218,1.01668,0.96127,0.23552
1023,artists,free,PRINT,print,THUMB,thumb,0.74346,0.69132,0.8742,1.08953,0.78923,0.83755,0.08625
1023,artists,common,AUNT,aunt,UNCLE,uncle,0.35254,0.56822,0.39013,0.16784,0.33393,0.36253,-0.30808
1023,artists,free,AUNT,aunt,UNCLE,uncle,0.35254,0.56822,0.39013,0.16784,0.33393,0.36253,-0.30808
1023,artists,uncommon,FORGIVENESS,forgiveness,UNCLE,uncle,0.73655,0.87318,0.9141,1.06849,0.90005,0.89847,0.13409
1023,artists,uncommon,CATASTROPHE,catastrophe,WRENCH,wrench,0.90992,0.9876,0.94347,0.97591,1.018,0.96698,0.22991
1023,artists,free,SCREW,screw,WRENCH,wrench,0.67928,0.88716,0.53123,0.23438,0.67433,0.60128,-0.06176
1023,artists,common,TOOL,tool,WRENCH,wrench,0.6553,0.65279,0.77495,0.50622,0.79741,0.67733,-6.50E-04
1023,artists,uncommon,EMERGENCE,emergence,ZEBRA,zebra,1.03859,0.86904,1.00676,0.98938,0.98558,0.97787,0.27198
1023,artists,common,STRIPE,stripe,ZEBRA,zebra,0.75339,0.71159,0.78833,0.94197,0.66749,0.77255,0.04295
1023,artists,free,STRIPE,stripe,ZEBRA,zebra,0.75339,0.71159,0.78833,0.94197,0.66749,0.77255,0.04295
1024,artists,uncommon,BEETLES,beetles,BUS,bus,0.97063,0.9501,0.95777,0.96749,1.01005,0.97121,0.24825
1024,artists,free,TICKET,ticket,BUS,bus,0.55183,0.58471,0.72655,0.72216,0.66648,0.65035,-0.06868
1024,artists,common,TRAIN,train,BUS,bus,0.41078,0.46568,0.48099,0.77839,0.32923,0.49301,-0.24969
1024,artists,uncommon,IRIDESCENT,iridescent,BUTTERFLY,butterfly,0.55984,0.67087,0.69956,0.96425,0.79412,0.73773,-0.03213
1024,artists,free,NET,net,BUTTERFLY,butterfly,0.87195,0.76455,0.93284,1.00131,0.86217,0.88656,0.16294
1024,artists,common,WING,wing,BUTTERFLY,butterfly,0.69047,0.77294,0.86892,0.95292,0.86693,0.83044,0.08302
1024,artists,common,BIRTHDAY,birthday,CAKE,cake,0.53207,0.60403,0.72518,0.60117,0.60572,0.61363,-0.08812
1024,artists,free,LAYER,layer,CAKE,cake,0.7246,0.67939,0.82759,0.84513,0.6238,0.7401,0.02895
1024,artists,uncommon,TIERS,tiers,CAKE,cake,0.78139,0.81657,0.74584,0.9801,0.82102,0.82898,0.07939
1024,artists,uncommon,SNAP,snap,CELERY,celery,0.79114,0.86986,0.96913,0.89376,0.91891,0.88856,0.16277
1024,artists,free,STALK,stalk,CELERY,celery,0.62436,0.7761,0.70172,0.68901,0.51424,0.66109,-0.05187
1024,artists,common,STICK,stick,CELERY,celery,0.68631,0.78743,0.69449,0.99047,0.73515,0.77877,0.01621
1024,artists,uncommon,CANADA,canada,FIR TREE,fir tree,0.94717,0.99892,0.97492,0.95743,0.89049,0.95379,0.23216
1024,artists,common,CHRISTMAS,christmas,FIR TREE,fir tree,1.0606,0.93844,1.05433,1.05606,0.84946,0.99178,0.28324
1024,artists,free,CHRISTMAS,christmas,FIR TREE,fir tree,1.0606,0.93844,1.05433,1.05606,0.84946,0.99178,0.28324
1024,artists,uncommon,GENERAL,general,FLUTE,flute,0.96991,0.9786,0.95885,1.0397,1.0652,1.00245,0.26362
1024,artists,common,MUSIC,music,FLUTE,flute,0.60439,0.62897,0.64115,0.45811,0.67078,0.60068,-0.07989
1024,artists,free,REVOLUTIONARY WAR,revolutionary war,FLUTE,flute,0.96364,1.01903,0.94424,1.0019,1.04111,0.99398,0.25711
1024,artists,common,KNIFE,knife,FORK,fork,0.52347,0.50566,0.68017,0.74943,0.66998,0.62574,-0.0994
1024,artists,free,KNIFE,knife,FORK,fork,0.52347,0.50566,0.68017,0.74943,0.66998,0.62574,-0.0994
1024,artists,uncommon,TINE,tine,FORK,fork,0.72352,0.90514,0.72751,1.02423,0.85078,0.84624,0.07228
1024,artists,common,BARBER,barber,HAIRDRESSER,hairdresser,0.58002,0.51024,0.65576,0.86977,0.63384,0.64993,-0.08663
1024,artists,free,MOM,mom,HAIRDRESSER,hairdresser,0.73105,0.83624,0.73568,1.03125,0.63964,0.79477,0.03601
1024,artists,uncommon,UNNECESSARY,unnecessary,HAIRDRESSER,hairdresser,0.92239,1.04946,1.03734,0.98977,1.06383,1.01256,0.27571
1024,artists,uncommon,MURDERER,murderer,JUICE,juice,0.88303,1.07934,0.98786,1.00282,0.99229,0.98907,0.2418
1024,artists,common,ORANGE,orange,JUICE,juice,0.41561,0.52275,0.71841,0.6863,0.52271,0.57316,-0.14902
1024,artists,free,ORANGE,orange,JUICE,juice,0.41561,0.52275,0.71841,0.6863,0.52271,0.57316,-0.14902
1024,artists,uncommon,MONET,monet,LILY,lily,0.70938,0.8764,0.73404,1.10437,0.65987,0.81681,0.03959
1024,artists,common,PAD,pad,LILY,lily,0.75906,0.79466,0.89888,0.83411,0.76881,0.8111,0.09697
1024,artists,free,POND,pond,LILY,lily,0.68547,0.82693,0.75136,0.77462,0.63823,0.73532,0.01213
1024,artists,free,MICK JAGGER,mick jagger,LIP,lip,1.00419,0.98659,1.05106,0.90744,1.02473,0.9948,0.28979
1024,artists,common,MOUTH,mouth,LIP,lip,0.59312,0.73849,0.7064,0.7741,0.60417,0.68326,-0.04824
1024,artists,uncommon,RUBY,ruby,LIP,lip,0.81598,0.93748,0.91355,0.95958,0.91112,0.90754,0.166
1024,artists,free,GAS,gas,MUSTARD,mustard,0.67144,0.80628,0.71707,0.97343,0.77431,0.78851,0.02511
1024,artists,common,KETCHUP,ketchup,MUSTARD,mustard,0.61419,0.43572,0.71926,0.63068,0.47181,0.57433,-0.10241
1024,artists,uncommon,SEED,seed,MUSTARD,mustard,0.64089,0.81106,0.7129,0.92181,0.78476,0.77428,0.01349
1024,artists,free,COCKTAIL,cocktail,PINEAPPLE,pineapple,0.71732,0.69436,0.71052,0.90682,0.76747,0.7593,0.02085
1024,artists,common,FRUIT,fruit,PINEAPPLE,pineapple,0.49696,0.62145,0.61108,0.73316,0.51861,0.59625,-0.13726
1024,artists,uncommon,SPONGE,sponge,PINEAPPLE,pineapple,0.70848,0.80712,0.72157,0.97237,0.71457,0.78482,0.02977
1024,artists,common,EAR,ear,RABBIT,rabbit,0.77055,0.8723,0.85525,0.95984,0.69417,0.83042,0.09251
1024,artists,free,FOOT,foot,RABBIT,rabbit,0.65319,0.78074,0.8768,0.96304,0.81787,0.81833,0.06632
1024,artists,uncommon,WEREWOLF,werewolf,RABBIT,rabbit,0.68568,0.81941,0.72741,0.96422,0.72236,0.78382,0.02602
1024,artists,common,BIRD,bird,RAVEN,raven,0.64109,0.67088,0.65037,0.50649,0.82925,0.65962,-0.03285
1024,artists,free,CLAW,claw,RAVEN,raven,0.77514,0.83494,0.82432,0.85914,0.75443,0.80959,0.08569
1024,artists,uncommon,DEATH,death,RAVEN,raven,0.88508,0.91326,0.86239,1.04235,0.95122,0.93086,0.18217
1024,artists,common,FISH,fish,SALMON,salmon,0.42191,0.46418,0.40316,0.23058,0.3458,0.37313,-0.28929
1024,artists,uncommon,MOVIE,movie,SALMON,salmon,0.8798,0.9761,1.00968,1.0046,0.95905,0.96585,0.22871
1024,artists,free,RUN,run,SALMON,salmon,0.87765,0.95997,0.93157,1.03358,0.80068,0.92069,0.18098
1024,artists,common,GOLD,gold,SILVER,silver,0.29947,0.45726,0.27941,0.13038,0.15191,0.26369,-0.40073
1024,artists,free,SPOON,spoon,SILVER,silver,0.63702,0.56704,0.75339,0.81029,0.82526,0.7186,-0.00591
1024,artists,uncommon,TARNISH,tarnish,SILVER,silver,0.67893,0.94191,0.70238,0.25923,0.89655,0.6958,0.02808
1024,artists,uncommon,BUSTLE,bustle,SKIRT,skirt,0.85322,0.83135,0.85552,0.89392,0.77746,0.84229,0.12561
1024,artists,free,CHASE,chase,SKIRT,skirt,0.82836,0.97446,0.89544,1.05028,1.03923,0.95755,0.19371
1024,artists,common,DRESS,dress,SKIRT,skirt,0.38886,0.52903,0.51895,0.37976,0.35368,0.43406,-0.25245
1024,artists,free,ACHE,ache,STOMACH,stomach,0.54828,0.48966,0.66987,0.90766,0.51294,0.62568,-0.1132
1024,artists,common,CHE,che,STOMACH,stomach,0.93908,0.92477,1.02683,1.01874,0.98129,0.97814,0.25129
1024,artists,uncommon,COW,cow,STOMACH,stomach,0.82539,0.91829,0.83658,0.99884,0.74671,0.86516,0.12166
1024,artists,uncommon,SURGERY,surgery,TABLE,table,0.88993,0.92528,0.99038,0.96512,0.9495,0.94404,0.21719
1024,artists,common,TOP,top,TABLE,table,0.71285,0.89451,0.7509,0.92542,0.60127,0.77699,0.03074
1024,artists,free,TOP,top,TABLE,table,0.71285,0.89451,0.7509,0.92542,0.60127,0.77699,0.03074
1024,artists,common,FINGER,finger,THUMB,thumb,0.48496,0.53331,0.45492,0.4294,0.31539,0.4436,-0.2407
1024,artists,uncommon,HITCHHIKER,hitchhiker,THUMB,thumb,0.77842,0.89785,0.82271,1.00781,0.9394,0.88924,0.12952
1024,artists,free,TACK,tack,THUMB,thumb,0.88988,0.88967,0.85677,0.9584,0.81908,0.88276,0.15508
1024,artists,common,AUNT,aunt,UNCLE,uncle,0.35254,0.56822,0.39013,0.16784,0.33393,0.36253,-0.30808
1024,artists,free,CAPITULATE,capitulate,UNCLE,uncle,0.87599,0.9384,0.86801,1.04903,1.06235,0.95876,0.20132
1024,artists,uncommon,FESTER,fester,UNCLE,uncle,0.77646,0.80275,0.74755,,0.71639,0.76079,0.05384
1024,artists,common,MONKEY,monkey,WRENCH,wrench,0.64538,0.65695,0.72219,0.97089,0.6325,0.72558,-0.02323
1024,artists,free,MONKEY,monkey,WRENCH,wrench,0.64538,0.65695,0.72219,0.97089,0.6325,0.72558,-0.02323
1024,artists,uncommon,SABOTAGE,sabotage,WRENCH,wrench,0.85045,0.87525,0.86126,1.02211,0.84269,0.89035,0.14755
1024,artists,uncommon,ROCK,rock,ZEBRA,zebra,0.82478,0.98541,0.94201,0.99325,0.92531,0.93415,0.18661
1024,artists,common,STRIPE,stripe,ZEBRA,zebra,0.75339,0.71159,0.78833,0.94197,0.66749,0.77255,0.04295
1024,artists,free,STRIPE,stripe,ZEBRA,zebra,0.75339,0.71159,0.78833,0.94197,0.66749,0.77255,0.04295
1025,artists,common,CAR,car,BUS,bus,0.54052,0.6057,0.61378,0.95017,0.43467,0.62897,-0.12709
1025,artists,uncommon,OSTRACISM,ostracism,BUS,bus,0.91148,0.9883,0.99535,1.06937,1.19642,1.03218,0.27673
1025,artists,free,RIDE,ride,BUS,bus,0.50366,0.63961,0.69269,0.76293,0.55139,0.63006,-0.10364
1025,artists,uncommon,SPIDER,spider,BUTTERFLY,butterfly,0.62666,0.76748,0.67087,0.5704,0.66786,0.66065,-0.04214
1025,artists,free,WARM,warm,BUTTERFLY,butterfly,0.84106,0.95199,0.8894,0.98587,0.8998,0.91362,0.16907
1025,artists,common,WING,wing,BUTTERFLY,butterfly,0.69047,0.77294,0.86892,0.95292,0.86693,0.83044,0.08302
1025,artists,common,CHOCOLATE,chocolate,CAKE,cake,0.44733,0.57142,0.58596,0.60154,0.30344,0.50194,-0.20661
1025,artists,free,DUST,dust,CAKE,cake,0.74221,0.93597,0.92304,1.03319,0.72884,0.87265,0.11829
1025,artists,uncommon,HOLLOW,hollow,CAKE,cake,0.83588,0.98417,0.88017,0.99888,0.89034,0.91789,0.16789
1025,artists,free,CRUNCH,crunch,CELERY,celery,0.78119,0.68002,0.80119,0.93365,0.94322,0.82785,0.09443
1025,artists,uncommon,ROOT,root,CELERY,celery,0.71256,0.67413,0.78483,0.69235,0.64133,0.70104,0.00829
1025,artists,common,STICK,stick,CELERY,celery,0.68631,0.78743,0.69449,0.99047,0.73515,0.77877,0.01621
1025,artists,uncommon,CHRISTMAS,christmas,FIR TREE,fir tree,1.0606,0.93844,1.05433,1.05606,0.84946,0.99178,0.28324
1025,artists,common,FOREST,forest,FIR TREE,fir tree,1.02044,1.00944,1.03603,1.01039,0.90109,0.99548,0.2794
1025,artists,free,SMELL,smell,FIR TREE,fir tree,1.0049,0.96653,0.9125,1.05979,0.94722,0.97819,0.24375
1025,artists,common,CLARINET,clarinet,FLUTE,flute,0.4475,0.49257,0.40819,0.47036,0.22664,0.40905,-0.28351
1025,artists,free,FLUID,fluid,FLUTE,flute,0.89748,0.95661,0.92877,0.94517,0.90888,0.92738,0.19941
1025,artists,uncommon,SAPLING,sapling,FLUTE,flute,0.91008,0.86629,0.86987,1.08595,0.96994,0.94043,0.19168
1025,artists,uncommon,DIGESTION,digestion,FORK,fork,0.85196,0.77316,0.90645,1.05966,0.95601,0.90945,0.16701
1025,artists,common,KNIFE,knife,FORK,fork,0.52347,0.50566,0.68017,0.74943,0.66998,0.62574,-0.0994
1025,artists,free,KNIFE,knife,FORK,fork,0.52347,0.50566,0.68017,0.74943,0.66998,0.62574,-0.0994
1025,artists,free,DRY,dry,HAIRDRESSER,hairdresser,0.78939,0.90416,0.95067,0.94058,0.97272,0.9115,0.17177
1025,artists,common,HAIR SALON,hair salon,HAIRDRESSER,hairdresser,0.99154,1.00959,0.91541,1.00962,0.90017,0.96527,0.23591
1025,artists,uncommon,LABOR,labor,HAIRDRESSER,hairdresser,0.9473,0.92603,0.94244,0.9419,1.0142,0.95437,0.23253
1025,artists,common,ORANGE,orange,JUICE,juice,0.41561,0.52275,0.71841,0.6863,0.52271,0.57316,-0.14902
1025,artists,uncommon,SQUEEZE,squeeze,JUICE,juice,0.65656,0.73732,0.80132,0.55291,0.61009,0.67164,-0.00927
1025,artists,free,STALE,stale,JUICE,juice,0.83912,0.82329,0.85311,0.94637,0.79683,0.85174,0.12444
1025,artists,common,FUNERAL,funeral,LILY,lily,0.80262,0.8998,0.88279,0.99644,0.96335,0.909,0.1579
1025,artists,uncommon,PRERAPHAELITE,preraphaelite,LILY,lily,,,,,,,
1025,artists,free,WHITE,white,LILY,lily,0.75519,0.80562,0.8631,0.97006,0.79283,0.83736,0.09682
1025,artists,free,CRASH,crash,LIP,lip,1.00555,1.01603,0.97137,0.95969,0.97425,0.98538,0.26631
1025,artists,common,LASH,lash,LIP,lip,0.71788,0.78609,0.78068,0.91169,0.88134,0.81554,0.06993
1025,artists,uncommon,MARBLE,marble,LIP,lip,0.87615,0.9394,0.91777,0.9488,0.95778,0.92798,0.19467
1025,artists,common,GRAVY,gravy,MUSTARD,mustard,0.74419,0.64893,0.71604,0.81456,0.69884,0.72451,0.01112
1025,artists,free,LETTUCE,lettuce,MUSTARD,mustard,0.69665,0.59251,0.65659,0.74589,0.5904,0.65641,-0.04853
1025,artists,uncommon,TEAR,tear,MUSTARD,mustard,0.80823,0.91818,0.82842,1.06973,0.83969,0.89285,0.13108
1025,artists,common,BANANA,banana,PINEAPPLE,pineapple,0.55014,0.58423,0.58451,0.7458,0.45076,0.58309,-0.14116
1025,artists,uncommon,MATHEMATICS,mathematics,PINEAPPLE,pineapple,0.95183,0.94021,0.90325,0.9499,1.00799,0.95064,0.22437
1025,artists,free,SOUR,sour,PINEAPPLE,pineapple,0.79463,0.57866,0.80223,0.72478,0.62888,0.70584,0.02858
1025,artists,common,BUNNY,bunny,RABBIT,rabbit,0.41905,0.47808,0.49077,0.70102,0.42973,0.50373,-0.23043
1025,artists,free,EAR,ear,RABBIT,rabbit,0.77055,0.8723,0.85525,0.95984,0.69417,0.83042,0.09251
1025,artists,uncommon,FEAR,fear,RABBIT,rabbit,0.8076,0.96138,0.89956,0.97784,0.92295,0.91387,0.1649
1025,artists,common,BLACK,black,RAVEN,raven,0.70635,0.82873,0.74981,0.95797,0.78516,0.8056,0.04991
1025,artists,free,BLACK,black,RAVEN,raven,0.70635,0.82873,0.74981,0.95797,0.78516,0.8056,0.04991
1025,artists,uncommon,MYTHOLOGY,mythology,RAVEN,raven,0.78383,0.70446,0.76172,0.982,0.77454,0.80131,0.06341
1025,artists,uncommon,EXTINCTION,extinction,SALMON,salmon,0.78268,0.76079,0.87293,1.04373,0.72617,0.83726,0.09619
1025,artists,free,SKIN,skin,SALMON,salmon,0.86021,0.842,0.93111,1.02091,0.77621,0.88609,0.15572
1025,artists,common,TROUT,trout,SALMON,salmon,0.3417,0.47296,0.39456,0.32741,0.33608,0.37454,-0.31514
1025,artists,common,GOLD,gold,SILVER,silver,0.29947,0.45726,0.27941,0.13038,0.15191,0.26369,-0.40073
1025,artists,uncommon,TARNISH,tarnish,SILVER,silver,0.67893,0.94191,0.70238,0.25923,0.89655,0.6958,0.02808
1025,artists,free,WARE,ware,SILVER,silver,0.83021,0.7884,0.89118,0.93235,0.7751,0.84345,0.1236
1025,artists,uncommon,BALLOON,balloon,SKIRT,skirt,0.82094,0.90991,0.85064,0.96243,0.85772,0.88033,0.1386
1025,artists,common,HEM,hem,SKIRT,skirt,0.54597,0.57608,0.55409,0.52332,0.48657,0.53721,-0.15631
1025,artists,free,LEG,leg,SKIRT,skirt,0.71453,0.87981,0.79908,0.9548,0.83208,0.83606,0.07994
1025,artists,uncommon,FLIP,flip,STOMACH,stomach,0.8712,0.94955,0.86913,0.94899,0.88973,0.90572,0.17021
1025,artists,common,PAIN,pain,STOMACH,stomach,0.63906,0.69663,0.7182,0.94797,0.46275,0.69292,-0.04884
1025,artists,free,ULCER,ulcer,STOMACH,stomach,0.69492,0.48042,0.79067,0.20912,0.49473,0.53397,-0.0645
1025,artists,common,CHAIR,chair,TABLE,table,0.52585,0.60076,0.81866,0.44143,0.56395,0.59013,-0.07823
1025,artists,uncommon,MAGIC,magic,TABLE,table,0.8487,0.98568,0.94203,1.02946,0.86016,0.93321,0.18629
1025,artists,free,TOP,top,TABLE,table,0.71285,0.89451,0.7509,0.92542,0.60127,0.77699,0.03074
1025,artists,common,NAIL,nail,THUMB,thumb,0.69914,0.809,0.76081,0.67772,0.7492,0.73917,0.03009
1025,artists,free,TACK,tack,THUMB,thumb,0.88988,0.88967,0.85677,0.9584,0.81908,0.88276,0.15508
1025,artists,uncommon,TOOLMAKING,toolmaking,THUMB,thumb,0.92457,,0.94775,0.88801,1.11581,0.96904,0.24141
1025,artists,common,FATHER,father,UNCLE,uncle,0.39545,0.67923,0.34764,0.97455,0.25168,0.52971,-0.26846
1025,artists,free,FLAPPY,flappy,UNCLE,uncle,0.85386,0.94571,0.77164,,,0.85707,0.12679
1025,artists,uncommon,MORTALITY,mortality,UNCLE,uncle,0.96809,1.07317,0.90627,0.99404,0.98569,0.98545,0.24595
1025,artists,uncommon,CALLOUS,callous,WRENCH,wrench,0.88009,0.98083,0.88732,1.06753,0.97931,0.95902,0.20135
1025,artists,common,FORCE,force,WRENCH,wrench,0.77222,0.87695,0.80783,0.92066,0.98755,0.87304,0.12427
