id,group,condition,response,response_clean,item,item_clean,SemDis_MEAN,SemDis_factor
1016,artists,free,RING,ring,LIP,lip,0.84644,0.12866
1016,artists,free,SAUCE,sauce,MUSTARD,mustard,0.6088,-0.09568
1016,artists,free,EXPRESS,express,PINEAPPLE,pineapple,0.8641,0.13796
1016,artists,free,TRICK,trick,RABBIT,rabbit,0.77467,0.08295
1016,artists,free,QUOTH,quoth,RAVEN,raven,0.77926,0.06834
1016,artists,free,SPAWN,spawn,SALMON,salmon,0.59902,-0.02803
1016,artists,free,INGOT,ingot,SILVER,silver,0.69912,-0.06605
1016,artists,free,DRESS,dress,SKIRT,skirt,0.43406,-0.24473
1016,artists,free,ACHE,ache,STOMACH,stomach,0.62568,-0.10251
1016,artists,free,CHAIR,chair,TABLECLOTH,tablecloth,0.73108,0.02399
1016,artists,free,NAIL,nail,THUMB,thumb,0.73917,0.0249
1016,artists,free,FESTER,fester,UNCLE,uncle,0.76079,0.0437
1016,artists,free,CHECK,check,WRENCH,wrench,0.9048,0.18682
1016,artists,free,ALPHABET,alphabet,ZEBRA,zebra,0.90947,0.17327
1016,artists,uncommon,COMPETITION,competition,BUS,bus,0.95727,0.20267
1016,artists,uncommon,MIGRATION,migration,BUTTERFLY,butterfly,0.8995,0.16144
1016,artists,uncommon,DIVORCE,divorce,CAKE,cake,0.89628,0.1454
1016,artists,uncommon,PAINT,paint,CELERY,celery,0.91449,0.16053
1016,artists,uncommon,PERMANENT,permanent,FIR TREE,fir tree,0.95902,0.25339
1016,artists,uncommon,CHAOS,chaos,FLUTE,flute,0.9952,0.24536
1016,artists,uncommon,SOFTWARE,software,FORK,fork,0.94135,0.20897
1016,artists,uncommon,LEAD,lead,HAIRDRESSER,hairdresser,1.06325,0.28691
1016,artists,uncommon,POISON,poison,JUICER,juicer,0.86787,0.14526
1016,artists,uncommon,MEDIEVAL,medieval,LILY,lily,1.0094,0.27047
1016,artists,uncommon,VOLCANO,volcano,LIP,lip,0.92726,0.15352
1016,artists,uncommon,CLUE,clue,MUSTARD,mustard,0.89227,0.15817
1016,artists,uncommon,CUT,cut,PINEAPPLE,pineapple,0.85075,0.10186
1016,artists,uncommon,PREGNANCY,pregnancy,RABBIT,rabbit,0.89964,0.1449
1016,artists,uncommon,ECSTASY,ecstasy,RAVEN,raven,0.97159,0.20341
1016,artists,uncommon,CARBON,carbon,SALMON,salmon,0.94558,0.18931
1016,artists,uncommon,CONDUCTION,conduction,SILVER,silver,0.9545,0.23217
1016,artists,uncommon,PARK,park,SKIRT,skirt,0.93468,0.17026
1016,artists,uncommon,RUMINANT,ruminant,STOMACH,stomach,0.86097,0.12066
1016,artists,uncommon,AVOIDANCE,avoidance,TABLECLOTH,tablecloth,1.02257,0.28887
1016,artists,uncommon,EVOLUTION,evolution,THUMB,thumb,0.95093,0.22863
1016,artists,uncommon,PUZZLE,puzzle,UNCLE,uncle,0.96767,0.19399
1016,artists,uncommon,CLOCKWISE,clockwise,WRENCH,wrench,0.88727,0.18827
1016,artists,uncommon,SIGNAL,signal,ZEBRA,zebra,0.91618,0.17619
1017,artists,common,STOP,stop,BUS,bus,0.67974,-0.0127
1017,artists,common,WINGS,wings,BUTTERFLY,butterfly,0.66129,-0.05947
1017,artists,common,CAKE,cake,CAKE,cake,0,-0.66925
1017,artists,common,STICK,stick,CELERY,celery,0.77877,0.0029
1017,artists,common,CHRISTMAS,christmas,FIR TREE,fir tree,0.99178,0.2865
1017,artists,common,INSTRUMENT,instrument,FLUTE,flute,0.5858,-0.10804
1017,artists,common,KNIFE,knife,FORK,fork,0.62574,-0.09247
1017,artists,common,BARBER,barber,HAIRDRESSER,hairdresser,0.64993,-0.08471
1017,artists,common,ORANGE,orange,JUICER,juicer,0.76001,0.03962
1017,artists,common,PAD,pad,LILY,lily,0.8111,0.10487
1017,artists,common,STICK,stick,LIP,lip,0.7884,0.03564
1017,artists,common,KETCHUP,ketchup,MUSTARD,mustard,0.57433,-0.08329
1017,artists,common,DELICIOUS,delicious,PINEAPPLE,pineapple,0.6423,-0.02354
1017,artists,common,BUNNY,bunny,RABBIT,rabbit,0.50373,-0.23081
1017,artists,common,NEVERMORE,nevermore,RAVEN,raven,0.71301,-0.03709
1017,artists,common,PINK,pink,SALMON,salmon,0.84604,0.11263
1017,artists,common,GOLD,gold,SILVER,silver,0.26369,-0.406
1017,artists,common,PANTS,pants,SKIRT,skirt,0.49516,-0.17968
1017,artists,common,ACHE,ache,STOMACH,stomach,0.62568,-0.10251
1017,artists,common,DINNER,dinner,TABLECLOTH,tablecloth,0.64675,-0.0292
1017,artists,common,NAIL,nail,THUMB,thumb,0.73917,0.0249
1017,artists,common,AUNT,aunt,UNCLE,uncle,0.36253,-0.31397
1017,artists,common,TOOL,tool,WRENCH,wrench,0.67733,0.0027
1017,artists,common,ELEPHANT,elephant,ZEBRA,zebra,0.66742,-0.03027
1017,artists,free,BUST,bust,BUS,bus,0.92888,0.1601
1017,artists,free,WINGS,wings,BUTTERFLY,butterfly,0.66129,-0.05947
1017,artists,free,CHOCOLATE,chocolate,CAKE,cake,0.50194,-0.1941
1017,artists,free,ROOTS,roots,CELERY,celery,0.75789,0.07305
1017,artists,free,BEETLE,beetle,FIR TREE,fir tree,0.98008,0.22042
1017,artists,free,MAGIC,magic,FLUTE,flute,0.75689,0.00389
1017,artists,free,KNIFE,knife,FORK,fork,0.62574,-0.09247
1017,artists,free,CUT,cut,HAIRDRESSER,hairdresser,0.87536,0.08764
1017,artists,free,BEETLE,beetle,JUICER,juicer,0.89241,0.16223
1017,artists,free,VALLEY,valley,LILY,lily,0.88017,0.14079
1017,artists,free,MUSTACHE,mustache,LIP,lip,0.7432,-0.00433
1017,artists,free,MAYONNAISE,mayonnaise,MUSTARD,mustard,0.55696,-0.1473
1017,artists,free,DISGUSTING,disgusting,PINEAPPLE,pineapple,0.89426,0.15455
1017,artists,free,BUNNY,bunny,RABBIT,rabbit,0.50373,-0.23081
1017,artists,free,TREE,tree,RAVEN,raven,0.87474,0.13767
1017,artists,free,FIREFLY,firefly,SALMON,salmon,0.924,0.21092
1017,artists,free,GOLD,gold,SILVER,silver,0.26369,-0.406
1017,artists,free,LEGGINGS,leggings,SKIRT,skirt,0.52266,-0.2189
1017,artists,free,ULCER,ulcer,STOMACH,stomach,0.53397,-0.04033
1017,artists,free,SAW,saw,TABLECLOTH,tablecloth,0.93267,0.17964
1017,artists,free,DRIVE,drive,THUMB,thumb,0.90453,0.18315
1017,artists,free,SAY,say,UNCLE,uncle,0.86421,0.10088
1017,artists,free,SOCKET,socket,WRENCH,wrench,0.62075,-0.03621
1017,artists,free,PAINTED,painted,ZEBRA,zebra,0.86782,0.15503
1017,artists,uncommon,EFFICIENT,efficient,BUS,bus,0.93478,0.19321
1017,artists,uncommon,FLUTTERING,fluttering,BUTTERFLY,butterfly,0.72641,-0.03457
1017,artists,uncommon,EYELINER,eyeliner,CAKE,cake,0.81504,0.06645
1017,artists,uncommon,JICAMA,jicama,CELERY,celery,0.4588,-0.20607
1017,artists,uncommon,SITTING,sitting,FIR TREE,fir tree,1.00782,0.28612
1017,artists,uncommon,NYMPH,nymph,FLUTE,flute,0.83174,0.06041
1017,artists,uncommon,TONGUE,tongue,FORK,fork,0.80276,0.0578
1017,artists,uncommon,MANNEQUIN,mannequin,HAIRDRESSER,hairdresser,0.78419,0.04157
1017,artists,uncommon,STEROIDS,steroids,JUICER,juicer,0.86124,0.15046
1017,artists,uncommon,TRANSFORMATION,transformation,LILY,lily,0.98559,0.24099
1017,artists,uncommon,VOLCANO,volcano,LIP,lip,0.92726,0.15352
1017,artists,uncommon,MONKS,monks,MUSTARD,mustard,0.99655,0.26043
1017,artists,uncommon,RUINOUS,ruinous,PINEAPPLE,pineapple,1.00251,0.2784
1017,artists,uncommon,PREGNANCY,pregnancy,RABBIT,rabbit,0.89964,0.1449
1017,artists,uncommon,WIRE,wire,RAVEN,raven,0.96911,0.20897
1017,artists,uncommon,PROBLEMATIC,problematic,SALMON,salmon,0.98029,0.24232
1017,artists,uncommon,SPURS,spurs,SILVER,silver,0.84264,0.14028
1017,artists,uncommon,HEMLINE,hemline,SKIRT,skirt,0.58934,-0.1869
1017,artists,uncommon,ENZYME,enzyme,STOMACH,stomach,0.70759,0.05081
1017,artists,uncommon,SCULPTURE,sculpture,TABLECLOTH,tablecloth,0.91606,0.16764
1017,artists,uncommon,DICTATORSHIP,dictatorship,THUMB,thumb,0.90515,0.17197
1017,artists,uncommon,ANTHROPOLOGIST,anthropologist,UNCLE,uncle,0.919,0.17398
1017,artists,uncommon,SEPTIC,septic,WRENCH,wrench,0.8755,0.17737
1017,artists,uncommon,HUNTED,hunted,ZEBRA,zebra,0.85862,0.13634
1018,artists,common,STOP,stop,BUS,bus,0.67974,-0.0127
1018,artists,common,PRETTY,pretty,BUTTERFLY,butterfly,0.90058,0.16953
1018,artists,common,DESSERT,dessert,CAKE,cake,0.50097,-0.20147
1018,artists,common,VEGETABLE,vegetable,CELERY,celery,0.65422,-0.03308
1018,artists,common,FOREST,forest,FIR TREE,fir tree,0.99548,0.27776
1018,artists,common,SONG,song,FLUTE,flute,0.67671,-0.01505
1018,artists,common,UTENSIL,utensil,FORK,fork,0.76122,-0.01231
1018,artists,common,LADY,lady,HAIRDRESSER,hairdresser,0.87035,0.10452
1018,artists,common,ORANGE,orange,JUICER,juicer,0.76001,0.03962
1018,artists,common,FLOWER,flower,LILY,lily,0.70957,-0.05943
1018,artists,common,MOUTH,mouth,LIP,lip,0.68326,-0.04724
1018,artists,common,KETCHUP,ketchup,MUSTARD,mustard,0.57433,-0.08329
1018,artists,common,FRUIT,fruit,PINEAPPLE,pineapple,0.59625,-0.13551
1018,artists,common,FURRY,furry,RABBIT,rabbit,0.66151,-0.04052
1018,artists,common,BIRD,bird,RAVEN,raven,0.65962,-0.04625
1018,artists,common,FISH,fish,SALMON,salmon,0.37313,-0.29382
1018,artists,common,GOLD,gold,SILVER,silver,0.26369,-0.406
1018,artists,common,CLOTHES,clothes,SKIRT,skirt,0.60419,-0.09042
1018,artists,common,FAT,fat,STOMACH,stomach,0.80943,0.03598
1018,artists,common,CLOTH,cloth,TABLECLOTH,tablecloth,0.63672,-0.12839
1018,artists,common,HAND,hand,THUMB,thumb,0.53404,-0.14263
1018,artists,common,MAN,man,UNCLE,uncle,0.77939,-0.0024
1018,artists,common,TOOL,tool,WRENCH,wrench,0.67733,0.0027
1018,artists,common,STRIPE,stripe,ZEBRA,zebra,0.77255,0.04405
1018,artists,free,STOP,stop,BUS,bus,0.67974,-0.0127
1018,artists,free,BIRD,bird,BUTTERFLY,butterfly,0.72533,-0.05836
1018,artists,free,DESSERT,dessert,CAKE,cake,0.50097,-0.20147
1018,artists,free,STALK,stalk,CELERY,celery,0.66109,-0.05001
1018,artists,free,CHRISTMAS,christmas,FIR TREE,fir tree,0.99178,0.2865
1018,artists,free,INSTRUMENT,instrument,FLUTE,flute,0.5858,-0.10804
1018,artists,free,SPOON,spoon,FORK,fork,0.57928,-0.09126
1018,artists,free,BARBER,barber,HAIRDRESSER,hairdresser,0.64993,-0.08471
1018,artists,free,FRESH,fresh,JUICER,juicer,0.8445,0.11882
1018,artists,free,VALLEY,valley,LILY,lily,0.88017,0.14079
1018,artists,free,SERVICE,service,LIP,lip,0.90806,0.17834
1018,artists,free,KETCHUP,ketchup,MUSTARD,mustard,0.57433,-0.08329
1018,artists,free,HAWAII,hawaii,PINEAPPLE,pineapple,0.73593,0.03263
1018,artists,free,HOLE,hole,RABBIT,rabbit,0.70188,-0.02073
1018,artists,free,BLACK,black,RAVEN,raven,0.8056,0.03912
1018,artists,free,SWIM,swim,SALMON,salmon,0.69375,0.03183
1018,artists,free,LINING,lining,SILVER,silver,0.72211,-0.02586
1018,artists,free,SHIRT,shirt,SKIRT,skirt,0.54082,-0.15538
1018,artists,free,ACHE,ache,STOMACH,stomach,0.62568,-0.10251
1018,artists,free,CLOTH,cloth,TABLECLOTH,tablecloth,0.63672,-0.12839
1018,artists,free,HAND,hand,THUMB,thumb,0.53404,-0.14263
1018,artists,free,AUNT,aunt,UNCLE,uncle,0.36253,-0.31397
1018,artists,free,FIX,fix,WRENCH,wrench,0.78833,0.05669
1018,artists,free,STRIPE,stripe,ZEBRA,zebra,0.77255,0.04405
1018,artists,uncommon,ACCIDENT,accident,BUS,bus,0.78794,0.06505
1018,artists,uncommon,PATTERNED,patterned,BUTTERFLY,butterfly,0.87119,0.13109
1018,artists,uncommon,CANDY,candy,CAKE,cake,0.61943,-0.08945
1018,artists,uncommon,CHEEZ WHIZ,cheez whiz,CELERY,celery,1.02004,0.28416
1018,artists,uncommon,BEETLE,beetle,FIR TREE,fir tree,0.98008,0.22042
1018,artists,uncommon,PIERCING,piercing,FLUTE,flute,0.87483,0.14233
1018,artists,uncommon,TINES,tines,FORK,fork,0.65777,-0.11133
1018,artists,uncommon,VICTIM,victim,HAIRDRESSER,hairdresser,0.87537,0.14373
1018,artists,uncommon,LIQUID,liquid,JUICER,juicer,0.80079,0.08603
1018,artists,uncommon,SCENT,scent,LILY,lily,0.88773,0.11511
1018,artists,uncommon,MOVING,moving,LIP,lip,0.97458,0.23587
1018,artists,uncommon,YELLOW,yellow,MUSTARD,mustard,0.76395,0.05318
1018,artists,uncommon,DICED,diced,PINEAPPLE,pineapple,0.64626,-0.03977
1018,artists,uncommon,ESCAPING,escaping,RABBIT,rabbit,0.87769,0.12846
1018,artists,uncommon,POEM,poem,RAVEN,raven,0.85218,0.14047
1018,artists,uncommon,UPSTREAM,upstream,SALMON,salmon,0.63666,-0.00736
1018,artists,uncommon,COIN,coin,SILVER,silver,0.63444,-0.06013
1018,artists,uncommon,BLOWING,blowing,SKIRT,skirt,0.9122,0.15538
1018,artists,uncommon,BLADDER,bladder,STOMACH,stomach,0.53392,-0.17395
1018,artists,uncommon,BOOK,book,TABLECLOTH,tablecloth,0.92786,0.15067
1018,artists,uncommon,APE,ape,THUMB,thumb,0.86889,0.15399
1018,artists,uncommon,VILLAIN,villain,UNCLE,uncle,0.8253,0.06899
1018,artists,uncommon,PULL,pull,WRENCH,wrench,0.80711,0.05285
1018,artists,uncommon,HIGH CONTRAST,high contrast,ZEBRA,zebra,0.97582,0.21748
1019,artists,common,CAR,car,BUS,bus,0.62897,-0.12425
1019,artists,common,COCOON,cocoon,BUTTERFLY,butterfly,0.55042,-0.06654
1019,artists,common,PIE,pie,CAKE,cake,0.52989,-0.15331
1019,artists,common,CARROT,carrot,CELERY,celery,0.53744,-0.19753
1019,artists,common,CEDAR,cedar,FIR TREE,fir tree,0.9902,0.25035
1019,artists,common,VIOLIN,violin,FLUTE,flute,0.43508,-0.27211
1019,artists,common,KNIFE,knife,FORK,fork,0.62574,-0.09247
1019,artists,common,HAIRSPRAY,hairspray,HAIRDRESSER,hairdresser,0.76494,0.04021
1019,artists,common,MILK,milk,JUICER,juicer,0.79071,0.08699
1019,artists,common,PAD,pad,LILY,lily,0.8111,0.10487
1019,artists,common,MOUTH,mouth,LIP,lip,0.68326,-0.04724
1019,artists,common,KETCHUP,ketchup,MUSTARD,mustard,0.57433,-0.08329
1019,artists,common,PASSIONFRUIT,passionfruit,PINEAPPLE,pineapple,0.61107,-0.10705
1019,artists,common,HAIR,hair,RABBIT,rabbit,0.85394,0.09187
1019,artists,common,EAGLE,eagle,RAVEN,raven,0.632,-0.06423
1019,artists,common,TUNA,tuna,SALMON,salmon,0.46538,-0.18467
1019,artists,common,GOLD,gold,SILVER,silver,0.26369,-0.406
1019,artists,common,SHIRT,shirt,SKIRT,skirt,0.54082,-0.15538
1019,artists,common,NAVEL,navel,STOMACH,stomach,0.79591,0.04133
1019,artists,common,CHAIR,chair,TABLECLOTH,tablecloth,0.73108,0.02399
1019,artists,common,FINGER,finger,THUMB,thumb,0.4436,-0.24419
1019,artists,common,AUNT,aunt,UNCLE,uncle,0.36253,-0.31397
1019,artists,common,HAMMER,hammer,WRENCH,wrench,0.61056,-0.08885
1019,artists,common,OSTRICH,ostrich,ZEBRA,zebra,0.72329,0.00763
1019,artists,free,BUST,bust,BUS,bus,0.92888,0.1601
1019,artists,free,BUTTER,butter,BUTTERFLY,butterfly,0.9514,0.18765
1019,artists,free,CRUST,crust,CAKE,cake,0.74786,0.03323
1019,artists,free,CANARY,canary,CELERY,celery,0.91493,0.1732
1019,artists,free,FUR,fur,FIR TREE,fir tree,1.04192,0.28083
1019,artists,free,FLU,flu,FLUTE,flute,0.97705,0.22294
1019,artists,free,KNIFE,knife,FORK,fork,0.62574,-0.09247
1019,artists,free,HI,hi,HAIRDRESSER,hairdresser,0.84713,0.09837
1019,artists,free,JUST,just,JUICER,juicer,0.89018,0.13263
1019,artists,free,LIKE,like,LILY,lily,0.83992,0.09203
1019,artists,free,LUST,lust,LIP,lip,0.9386,0.19426
1019,artists,free,KETCHUP,ketchup,MUSTARD,mustard,0.57433,-0.08329
1019,artists,free,PORCUPINE,porcupine,PINEAPPLE,pineapple,0.85113,0.10095
1019,artists,free,REST,rest,RABBIT,rabbit,0.90075,0.13109
1019,artists,free,RAKE,rake,RAVEN,raven,0.98196,0.21875
1019,artists,free,SLAM,slam,SALMON,salmon,0.95746,0.22049
1019,artists,free,SLUT,slut,SILVER,silver,0.97673,0.20474
1019,artists,free,SHIRT,shirt,SKIRT,skirt,0.54082,-0.15538
1019,artists,free,STAR,star,STOMACH,stomach,0.96055,0.21063
1019,artists,free,TRESTLE,trestle,TABLECLOTH,tablecloth,0.75278,0.01802
1019,artists,free,TRUST,trust,THUMB,thumb,0.97768,0.22915
1019,artists,free,ORATOR,orator,UNCLE,uncle,0.93182,0.16276
1019,artists,free,RENT,rent,WRENCH,wrench,0.95756,0.20013
1019,artists,free,MICROPHONE,microphone,ZEBRA,zebra,0.94705,0.20418
1019,artists,uncommon,ROAD,road,BUS,bus,0.64131,-0.10978
1019,artists,uncommon,FLOWER,flower,BUTTERFLY,butterfly,0.69708,-0.0383
1019,artists,uncommon,KNIFE,knife,CAKE,cake,0.74624,-0.01901
1019,artists,uncommon,GREEN,green,CELERY,celery,0.8371,0.105
1019,artists,uncommon,GRASS,grass,FIR TREE,fir tree,0.96687,0.22264
1019,artists,uncommon,MUSIC,music,FLUTE,flute,0.60068,-0.08433
1019,artists,uncommon,DINNER,dinner,FORK,fork,0.74036,0.06331
1019,artists,uncommon,PAYMENT,payment,HAIRDRESSER,hairdresser,1.00378,0.23535
1019,artists,uncommon,CUCUMBER,cucumber,JUICER,juicer,0.75637,0.05537
1019,artists,uncommon,VIOLET,violet,LILY,lily,0.71422,-0.0525
1019,artists,uncommon,LICK,lick,LIP,lip,0.81295,0.07111
1019,artists,uncommon,HOT SAUCE,hot sauce,MUSTARD,mustard,1.02629,0.29565
1019,artists,uncommon,PORCUPINE,porcupine,PINEAPPLE,pineapple,0.85113,0.10095
1019,artists,uncommon,TAIL,tail,RABBIT,rabbit,0.72288,0.01093
1019,artists,uncommon,BLACK,black,RAVEN,raven,0.8056,0.03912
1019,artists,uncommon,STREAM,stream,SALMON,salmon,0.79593,0.08141
1019,artists,uncommon,DIAMOND,diamond,SILVER,silver,0.66462,-0.07635
1019,artists,uncommon,FABRIC,fabric,SKIRT,skirt,0.64344,-0.06519
1019,artists,uncommon,STERNUM,sternum,STOMACH,stomach,0.7412,-0.04597
1019,artists,uncommon,UNDER,under,TABLECLOTH,tablecloth,0.91995,0.17983
1019,artists,uncommon,HAND,hand,THUMB,thumb,0.53404,-0.14263
1019,artists,uncommon,NEIGHBOR,neighbor,UNCLE,uncle,0.77739,-0.01429
1019,artists,uncommon,DOOR,door,WRENCH,wrench,0.84698,0.09737
1019,artists,uncommon,ZERO,zero,ZEBRA,zebra,0.93586,0.16704
1020,artists,common,TRAIN,train,BUS,bus,0.49301,-0.24674
1020,artists,common,COCOON,cocoon,BUTTERFLY,butterfly,0.55042,-0.06654
1020,artists,common,EAT,eat,CAKE,cake,0.69532,-0.05957
1020,artists,common,STOCK,stock,CELERY,celery,0.89875,0.164
1020,artists,common,LEAF,leaf,FIR TREE,fir tree,0.97492,0.23546
1020,artists,common,MUSIC,music,FLUTE,flute,0.60068,-0.08433
1020,artists,common,KNIFE,knife,FORK,fork,0.62574,-0.09247
1020,artists,common,CUT,cut,HAIRDRESSER,hairdresser,0.87536,0.08764
1020,artists,common,DRINK,drink,JUICER,juicer,0.801,0.08788
1020,artists,common,WHITE,white,LILY,lily,0.83736,0.09825
1020,artists,common,GLOSS,gloss,LIP,lip,0.62043,-0.05761
1020,artists,common,KETCHUP,ketchup,MUSTARD,mustard,0.57433,-0.08329
1020,artists,common,COCONUT,coconut,PINEAPPLE,pineapple,0.56408,-0.1623
1020,artists,common,HOP,hop,RABBIT,rabbit,0.79578,0.06843
1020,artists,common,BIRD,bird,RAVEN,raven,0.65962,-0.04625
1020,artists,common,FISH,fish,SALMON,salmon,0.37313,-0.29382
1020,artists,common,GOLD,gold,SILVER,silver,0.26369,-0.406
1020,artists,common,GIRL,girl,SKIRT,skirt,0.7428,-0.00839
1020,artists,common,EAT,eat,STOMACH,stomach,0.7003,-0.06623
1020,artists,common,CHAIR,chair,TABLECLOTH,tablecloth,0.73108,0.02399
1020,artists,common,FINGER,finger,THUMB,thumb,0.4436,-0.24419
1020,artists,common,AUNT,aunt,UNCLE,uncle,0.36253,-0.31397
1020,artists,common,HAMMER,hammer,WRENCH,wrench,0.61056,-0.08885
1020,artists,common,ANIMAL,animal,ZEBRA,zebra,0.75249,0.03226
1020,artists,free,TRAIN,train,BUS,bus,0.49301,-0.24674
1020,artists,free,SNAKE,snake,BUTTERFLY,butterfly,0.72684,0.00129
1020,artists,free,EAT,eat,CAKE,cake,0.69532,-0.05957
1020,artists,free,CARROT,carrot,CELERY,celery,0.53744,-0.19753
1020,artists,free,BEND,bend,FIR TREE,fir tree,0.98152,0.26041
1020,artists,free,BLOW,blow,FLUTE,flute,0.88407,0.1427
1020,artists,free,SPOON,spoon,FORK,fork,0.57928,-0.09126
1020,artists,free,GAY,gay,HAIRDRESSER,hairdresser,0.83486,0.08214
1020,artists,free,SQUEEZE,squeeze,JUICER,juicer,0.80766,0.08209
1020,artists,free,POND,pond,LILY,lily,0.73532,0.00977
1020,artists,free,KISS,kiss,LIP,lip,0.80682,0.06355
1020,artists,free,KETCHUP,ketchup,MUSTARD,mustard,0.57433,-0.08329
1020,artists,free,SPEAR,spear,PINEAPPLE,pineapple,0.86793,0.11277
1020,artists,free,SQUIRREL,squirrel,RABBIT,rabbit,0.60608,-0.09283
1020,artists,free,BLACK,black,RAVEN,raven,0.8056,0.03912
1020,artists,free,CATCH,catch,SALMON,salmon,0.67413,3.00E-05
1020,artists,free,GOLD,gold,SILVER,silver,0.26369,-0.406
1020,artists,free,DRESS,dress,SKIRT,skirt,0.43406,-0.24473
1020,artists,free,ACHE,ache,STOMACH,stomach,0.62568,-0.10251
1020,artists,free,CHAIR,chair,TABLECLOTH,tablecloth,0.73108,0.02399
1020,artists,free,UP,up,THUMB,thumb,0.91223,0.15424
1020,artists,free,WIFE,wife,UNCLE,uncle,0.71662,-0.07911
1020,artists,free,SCREW,screw,WRENCH,wrench,0.60128,-0.09153
1020,artists,free,HORSE,horse,ZEBRA,zebra,0.83994,0.09858
1020,artists,uncommon,HELICOPTER,helicopter,BUS,bus,0.79951,0.06403
1020,artists,uncommon,CATCH,catch,BUTTERFLY,butterfly,0.83982,0.09679
1020,artists,uncommon,MIX,mix,CAKE,cake,0.7674,0.05724
1020,artists,uncommon,DIP,dip,CELERY,celery,0.80468,0.08307
1020,artists,uncommon,FIREWOOD,firewood,FIR TREE,fir tree,1.01042,0.30184
1020,artists,uncommon,GOLDEN,golden,FLUTE,flute,0.89816,0.18507
1020,artists,uncommon,LIFT,lift,FORK,fork,0.82328,0.05944
1020,artists,uncommon,STYLIST,stylist,HAIRDRESSER,hairdresser,0.56588,-0.17931
1020,artists,uncommon,SEEDS,seeds,JUICER,juicer,0.84702,0.12029
1020,artists,uncommon,DEATH,death,LILY,lily,0.93502,0.17657
1020,artists,uncommon,SWOLLEN,swollen,LIP,lip,0.74522,0.04861
1020,artists,uncommon,SEED,seed,MUSTARD,mustard,0.77428,0.00203
1020,artists,uncommon,CUBES,cubes,PINEAPPLE,pineapple,0.69523,0.00136
1020,artists,uncommon,MUNCH,munch,RABBIT,rabbit,0.87488,0.14501
1020,artists,uncommon,NEST,nest,RAVEN,raven,0.68833,-0.02006
1020,artists,uncommon,SHRIMP,shrimp,SALMON,salmon,0.56996,-0.11448
1020,artists,uncommon,PLATED,plated,SILVER,silver,0.55855,-0.15624
1020,artists,uncommon,CHASER,chaser,SKIRT,skirt,0.85346,0.12908
1020,artists,uncommon,CANCER,cancer,STOMACH,stomach,0.7794,0.03731
1020,artists,uncommon,CLOTH,cloth,TABLECLOTH,tablecloth,0.63672,-0.12839
1020,artists,uncommon,GREEN,green,THUMB,thumb,0.88863,0.16501
1020,artists,uncommon,SISTER,sister,UNCLE,uncle,0.59934,-0.14051
1020,artists,uncommon,PLUMBER,plumber,WRENCH,wrench,0.71552,0.00731
1020,artists,uncommon,HYDE,hyde,ZEBRA,zebra,0.93366,0.17539
1021,artists,common,CAR,car,BUS,bus,0.62897,-0.12425
1021,artists,common,COCOON,cocoon,BUTTERFLY,butterfly,0.55042,-0.06654
1021,artists,common,BIRTHDAY,birthday,CAKE,cake,0.61363,-0.07606
1021,artists,common,DIET,diet,CELERY,celery,0.81707,0.0886
1021,artists,common,PINE,pine,FIR TREE,fir tree,0.98208,0.24893
1021,artists,common,INSTRUMENT,instrument,FLUTE,flute,0.5858,-0.10804
1021,artists,common,SPOON,spoon,FORK,fork,0.57928,-0.09126
1021,artists,common,HAIRSTYLE,hairstyle,HAIRDRESSER,hairdresser,0.66313,-0.05113
1021,artists,common,FRUIT,fruit,JUICER,juicer,0.73727,0.00522
1021,artists,common,FLOWER,flower,LILY,lily,0.70957,-0.05943
1021,artists,common,TEETH,teeth,LIP,lip,0.69158,-0.04548
1021,artists,common,KETCHUP,ketchup,MUSTARD,mustard,0.57433,-0.08329
1021,artists,common,FRUIT,fruit,PINEAPPLE,pineapple,0.59625,-0.13551
1021,artists,common,STEW,stew,RABBIT,rabbit,0.77348,0.03231
1021,artists,common,CROW,crow,RAVEN,raven,0.63591,-0.08233
1021,artists,common,FISH,fish,SALMON,salmon,0.37313,-0.29382
1021,artists,common,GOLD,gold,SILVER,silver,0.26369,-0.406
1021,artists,common,DRESS,dress,SKIRT,skirt,0.43406,-0.24473
1021,artists,common,FULL,full,STOMACH,stomach,0.85306,0.12256
1021,artists,common,CHAIR,chair,TABLECLOTH,tablecloth,0.73108,0.02399
1021,artists,common,FINGER,finger,THUMB,thumb,0.4436,-0.24419
1021,artists,common,AUNT,aunt,UNCLE,uncle,0.36253,-0.31397
1021,artists,common,TOOL,tool,WRENCH,wrench,0.67733,0.0027
1021,artists,common,HORSE,horse,ZEBRA,zebra,0.83994,0.09858
1021,artists,free,CAR,car,BUS,bus,0.62897,-0.12425
1021,artists,free,LUCK,luck,BUTTERFLY,butterfly,0.91193,0.14844
1021,artists,free,EAT,eat,CAKE,cake,0.69532,-0.05957
1021,artists,free,DIET,diet,CELERY,celery,0.81707,0.0886
1021,artists,free,EVERGREEN,evergreen,FIR TREE,fir tree,0.98058,0.26906
1021,artists,free,HORROR,horror,FLUTE,flute,1.02049,0.26621
1021,artists,free,KNIFE,knife,FORK,fork,0.62574,-0.09247
1021,artists,free,BLONDE,blonde,HAIRDRESSER,hairdresser,0.67228,-0.05016
1021,artists,free,LIQUID,liquid,JUICER,juicer,0.80079,0.08603
1021,artists,free,FLOWER,flower,LILY,lily,0.70957,-0.05943
